index,group_1.0
1871,62.423607
1872,62.688683
1873,62.66659
1874,62.489872
1875,62.379436
1876,62.66659
1877,62.423607
1878,62.423607
1879,62.246925
1880,62.578228
1881,62.31318
1882,62.136513
1883,62.423607
1884,62.46778
1885,62.40152
1886,62.445694
1887,62.18068
1888,62.60032
1889,62.18068
1890,62.31318
1891,62.556137
1892,62.6445
1893,62.489872
1894,62.423607
1895,62.777058
1896,62.688683
1897,62.445694
1898,62.489872
1899,62.18068
1900,62.31318
1901,62.489872
1902,62.66659
1903,62.688683
1904,62.60032
1905,62.40152
1906,62.445694
1907,62.46778
1908,62.40152
1909,62.335262
1910,62.66659
1911,62.556145
1912,62.445694
1913,62.51196
1914,62.390484
1915,62.26901
1916,62.246925
1917,62.423622
1918,62.60032
1919,62.66659
1920,62.589275
1921,62.51196
1922,62.500916
1923,62.489872
1924,62.62241
1925,62.54878
1926,62.47515
1927,62.40152
1928,62.688683
1929,62.622414
1930,62.55614
1931,62.489872
1932,62.31318
1933,62.430984
1934,62.548786
1935,62.66659
1936,62.423607
1937,62.36471
1938,62.30582
1939,62.246925
1940,62.489872
1941,62.489872
1942,62.489872
1943,62.45674
1944,62.423607
1945,62.500916
1946,62.578228
1947,62.6445
1948,62.35735
1949,62.335262
1950,62.31318
1951,62.423607
1952,62.556137
1953,62.46778
1954,62.688683
1955,62.335262
1956,62.578228
1957,62.66659
1958,62.51196
1959,62.31318
1960,62.489872
1961,62.556137
1962,62.158596
1963,62.379436
1964,62.445694
1965,62.51196
1966,62.224842
1967,62.335262
1968,62.423607
1969,62.423607
1970,62.224842
1971,62.51196
1972,62.51196
1973,62.6445
1974,62.445694
1975,62.60032
1976,62.53405
1977,62.20276
1978,62.710777
1979,62.60032
1980,62.335262
1981,62.379433
1982,62.423607
1983,62.799152
1984,62.478874
1985,62.158596
1986,62.60032
1987,62.6445
1988,62.688683
1989,62.445694
1990,62.489872
1991,62.53405
1992,62.60032
1993,62.66659
1994,62.335262
1995,62.32422
1996,62.31318
1997,62.489872
1998,62.445694
1999,62.40152
2000,62.423607
2001,62.62243
2002,62.821247
2003,62.51196
2004,62.51196
2005,62.51196
2006,62.42361
2007,62.335262
2008,62.40152
2009,62.327908
2010,62.25429
2011,62.18068
2012,62.423607
2013,62.475147
2014,62.526688
2015,62.578228
2016,62.445694
2017,62.39416
2018,62.34263
2019,62.291096
2020,62.31318
2021,62.335262
2022,62.42361
2023,62.51196
2024,62.567184
2025,62.62241
2026,62.423626
2027,62.224842
2028,62.66659
2029,62.51196
2030,62.489872
2031,62.40152
2032,62.246925
2033,62.66659
2034,62.66659
2035,62.40152
2036,62.158596
2037,62.578228
2038,62.523003
2039,62.46778
2040,62.335262
2041,62.556137
2042,62.31318
2043,62.31318
2044,62.73287
2045,62.335262
2046,62.46778
2047,62.423607
2048,62.556137
2049,62.62241
2050,62.556137
2051,62.688683
2052,62.66659
2053,62.445694
2054,62.246925
2055,62.445694
2056,62.379436
2057,62.335262
2058,62.46778
2059,62.291096
2060,62.51196
2061,62.6445
2062,62.57823
2063,62.51196
2064,62.66659
2065,62.633453
2066,62.60032
2067,62.489872
2068,62.500916
2069,62.51196
2070,62.66659
2071,62.445717
2072,62.224842
2073,62.777058
2074,62.633465
2075,62.489872
2076,62.401527
2077,62.31318
2078,62.60032
2079,62.489872
2080,62.688683
2081,62.35735
2082,62.18068
2083,62.60032
2084,62.423607
2085,62.53405
2086,62.423607
2087,62.335262
2088,62.46778
2089,62.53405
2090,62.291096
2091,62.40152
2092,62.31318
2093,62.51196
2094,62.40152
2095,62.46778
2096,62.40152
2097,62.092354
2098,62.489872
2099,62.556137
2100,62.40152
2101,62.556137
2102,62.688683
2103,62.35735
2104,62.688683
2105,62.158596
2106,62.51196
2107,62.40152
2108,62.40152
2109,62.688683
2110,62.60032
2111,62.51196
2112,62.445694
2113,62.379436
2114,62.31318
2115,62.688683
2116,62.58928
2117,62.489872
2118,62.335274
2119,62.18068
2120,62.489872
2121,62.401527
2122,62.31318
2123,62.777058
2124,62.65924
2125,62.541424
2126,62.423607
2127,62.379436
2128,62.39416
2129,62.408882
2130,62.423607
2131,62.556145
2132,62.688683
2133,62.523018
2134,62.35735
2135,62.51197
2136,62.66659
2137,62.589275
2138,62.51196
2139,62.51196
2140,62.710777
2141,62.40152
2142,62.335262
2143,62.40152
2144,62.51196
2145,62.423607
2146,62.688683
2147,62.379436
2148,62.53405
2149,62.489872
2150,62.40152
2151,62.688683
2152,62.423607
2153,62.6445
2154,62.556137
2155,62.66659
2156,62.489872
2157,62.51196
2158,62.335262
2159,62.688683
2160,62.688683
2161,62.335262
2162,62.46778
2163,62.40152
2164,62.291096
2165,62.6445
2166,62.754963
2167,62.60032
2168,62.31318
2169,62.423607
2170,62.224842
2171,62.136513
2172,62.489872
2173,62.291096
2174,62.51196
2175,62.489872
2176,62.60032
2177,62.60032
2178,62.60032
2179,62.31318
2180,62.45675
2181,62.60032
2182,62.6445
2183,62.57823
2184,62.51196
2185,62.489872
2186,62.58928
2187,62.688683
2188,62.58928
2189,62.489872
2190,62.489872
2191,62.519325
2192,62.548775
2193,62.578228
2194,62.423607
2195,62.445694
2196,62.467785
2197,62.489872
2198,62.401527
2199,62.31318
2200,62.45675
2201,62.60032
2202,62.58927
2203,62.578228
2204,62.523003
2205,62.46778
2206,62.246925
2207,62.31318
2208,62.556137
2209,62.445694
2210,62.40152
2211,62.26901
2212,62.710777
2213,62.578228
2214,62.136513
2215,62.51196
2216,62.578228
2217,62.445694
2218,62.489872
2219,62.335262
2220,62.35735
2221,62.246925
2222,62.60032
2223,62.51196
2224,62.51196
2225,62.40152
2226,62.66659
2227,62.46778
2228,62.578228
2229,62.51196
2230,62.51196
2231,62.423607
2232,62.489872
2233,62.51196
2234,62.335262
2235,62.35735
2236,62.489872
2237,62.335262
2238,62.46778
2239,62.556137
2240,62.51196
2241,62.51196
2242,62.445694
2243,62.40152
2244,62.379436
2245,62.40152
2246,62.46778
2247,62.66659
2248,62.46778
2249,62.489872
2250,62.46778
2251,62.754963
2252,62.66659
2253,62.423607
2254,62.489872
2255,62.556137
2256,62.51196
2257,62.57823
2258,62.6445
2259,62.578228
2260,62.456745
2261,62.335262
